Peer,KPI,vendor,value
All products,Analyses & Ad Hoc Query,Qlik Sense,7.558373206
All products,Analyses & Ad Hoc Query,QlikView,5.649392713
All products,Analyses & Ad Hoc Query,Report One,5.712128146
All products,Analyses & Ad Hoc Query,SAP Analytics Cloud,5.141982864
All products,Analyses & Ad Hoc Query,SAP BO BI,6.691789474
All products,Analyses & Ad Hoc Query,Serviceware Perf.,9.634586466
All products,Analyses & Ad Hoc Query,Tableau,6.22406015
All products,Analyses & Ad Hoc Query,TARGIT,8.212224109
All products,Analyses & Ad Hoc Query,Zoho Analytics,7.0033241
All products,Analyses & Ad Hoc Query,Peer Group Average,6.983536875
All products,Advanced Analytics,Bissantz,6.788450983
All products,Advanced Analytics,Domo,3.672064272
All products,Advanced Analytics,Dundas,6.7725181
All products,Advanced Analytics,Entrinsik,7.663213565
All products,Advanced Analytics,IBM Cog. Analytics,3.855659847
All products,Advanced Analytics,IBM Plan. Analytics,5.536745567
All products,Advanced Analytics,Logi Analytics,3.928465235
All products,Advanced Analytics,Looker,3.336977311
All products,Advanced Analytics,Microsoft Excel,1.648811189
All products,Advanced Analytics,Microsoft Power BI,3.850360999
All products,Advanced Analytics,MicroStrategy,6.146639389
All products,Advanced Analytics,Oracle Analytics Cloud,10
All products,Advanced Analytics,Phocas,5.739639241
All products,Advanced Analytics,Pyramid,9.340167772
All products,Advanced Analytics,Qlik Sense,5.618409884
All products,Advanced Analytics,QlikView,3.149571053
All products,Advanced Analytics,Report One,2.677762501
All products,Advanced Analytics,SAP Analytics Cloud,5.961665739
All products,Advanced Analytics,SAP BO BI,1.239553825
All products,Advanced Analytics,Serviceware Perf.,2.24267337
All products,Advanced Analytics,Tableau,5.86939176
All products,Advanced Analytics,TARGIT,1
All products,Advanced Analytics,Zoho Analytics,8.160228411
All products,Advanced Analytics,Peer Group Average,4.965172609
All products,Functionality,Bissantz,7.577726694
All products,Functionality,Domo,5.335081748
All products,Functionality,Dundas,8.135473298
All products,Functionality,Entrinsik,9.277355921
All products,Functionality,IBM Cog. Analytics,4.96511724
All products,Functionality,IBM Plan. Analytics,6.060409016
All products,Functionality,InfoZoom,8.003116743
All products,Functionality,Logi Analytics,6.285475455
All products,Functionality,Looker,5.625654237
All products,Functionality,Microsoft Excel,1.969099349
All products,Functionality,Microsoft Power BI,6.131627067
All products,Functionality,MicroStrategy,8.19608393
All products,Functionality,Oracle Analytics Cloud,7.879150683
All products,Functionality,Phocas,8.484237985
All products,Functionality,Pyramid,9.334327011
All products,Functionality,Qlik Sense,6.47671052
All products,Functionality,QlikView,4.614977597
All products,Functionality,Report One,5.280077311
All products,Functionality,SAP Analytics Cloud,5.462195372
All products,Functionality,SAP BO BI,3.690890922
All products,Functionality,Serviceware Perf.,5.301909103
All products,Functionality,Tableau,6.771823382
All products,Functionality,TARGIT,6.84641084
All products,Functionality,Zoho Analytics,7.378056902
All products,Functionality,Peer Group Average,6.46179118
All products,Self-Service,Bissantz,3.845370458
All products,Self-Service,Domo,5.71450707
All products,Self-Service,Dundas,3.341293054
All products,Self-Service,Entrinsik,8.027909422
All products,Self-Service,IBM Cog. Analytics,4.180462602
All products,Self-Service,IBM Plan. Analytics,6.546371423
All products,Self-Service,InfoZoom,9.363207814
All products,Self-Service,Logi Analytics,4.086735515
All products,Self-Service,Looker,4.351811075
All products,Self-Service,Microsoft Excel,3.672665727
All products,Self-Service,Microsoft Power BI,5.789695418
All products,Self-Service,MicroStrategy,10
All products,Self-Service,Oracle Analytics Cloud,3.116172206
All products,Self-Service,Phocas,8.917862961
All products,Self-Service,Pyramid,9.489059493
All products,Self-Service,Qlik Sense,5.049883
All products,Self-Service,QlikView,2.99995681
All products,Self-Service,Report One,4.187093886
All products,Self-Service,SAP Analytics Cloud,2.873146147
All products,Self-Service,SAP BO BI,2.760791139
All products,Self-Service,Serviceware Perf.,6.015490664
All products,Self-Service,Tableau,8.126843311
All products,Self-Service,TARGIT,3.624578943
All products,Self-Service,Zoho Analytics,1
All products,Self-Service,Peer Group Average,5.295037839
All products,Ease of Use,Bissantz,5.555264608
All products,Ease of Use,Domo,9.756875325
All products,Ease of Use,Dundas,3.919528915
All products,Ease of Use,Entrinsik,10
All products,Ease of Use,IBM Cog. Analytics,1
All products,Ease of Use,IBM Plan. Analytics,1.793466466
All products,Ease of Use,InfoZoom,3.116847738
All products,Ease of Use,Logi Analytics,5.930449893
All products,Ease of Use,Looker,5.771962195
All products,Ease of Use,Microsoft Excel,3.553948889
All products,Ease of Use,Microsoft Power BI,4.636542721
All products,Ease of Use,MicroStrategy,4.217066851
All products,Ease of Use,Oracle Analytics Cloud,3.843595848
All products,Ease of Use,Phocas,9.36054167
All products,Ease of Use,Pyramid,5.237661823
All products,Ease of Use,Qlik Sense,6.149545709
All products,Ease of Use,QlikView,3.28915735
All products,Ease of Use,Report One,8.382952439
All products,Ease of Use,SAP Analytics Cloud,2.402040681
All products,Ease of Use,SAP BO BI,2.898240683
All products,Ease of Use,Serviceware Perf.,7.925911897
All products,Ease of Use,Tableau,7.80916517
All products,Ease of Use,TARGIT,6.23899113
All products,Ease of Use,Zoho Analytics,3.817677383
All products,Ease of Use,Peer Group Average,5.275309808
All products,Flexibility,Bissantz,4.940032699
All products,Flexibility,Domo,8.147592548
All products,Flexibility,Dundas,9.850579
All products,Flexibility,Entrinsik,3.648936747
All products,Flexibility,IBM Cog. Analytics,2.050979493
All products,Flexibility,IBM Plan. Analytics,10
All products,Flexibility,InfoZoom,5.58403379
All products,Flexibility,Logi Analytics,6.461039602
All products,Flexibility,Looker,8.84574088
All products,Flexibility,Microsoft Excel,6.661095182
All products,Flexibility,Microsoft Power BI,3.926693445
All products,Flexibility,MicroStrategy,3.347036298
All products,Flexibility,Oracle Analytics Cloud,3.516614204
All products,Flexibility,Phocas,6.599792831
All products,Flexibility,Pyramid,3.633971206
All products,Flexibility,Qlik Sense,4.539898358
All products,Flexibility,QlikView,4.6014876
All products,Flexibility,Report One,2.097381314
All products,Flexibility,SAP Analytics Cloud,1
All products,Flexibility,SAP BO BI,1.506942081
All products,Flexibility,Serviceware Perf.,8.371296979
All products,Flexibility,Tableau,4.127514097
All products,Flexibility,TARGIT,5.39310204
All products,Flexibility,Zoho Analytics,3.172388258
All products,Flexibility,Peer Group Average,5.084339527
All products,Query Performance,Bissantz,8.98458079
All products,Query Performance,Domo,5.376046497
All products,Query Performance,Dundas,4.719441975
All products,Query Performance,Entrinsik,6.10538758
All products,Query Performance,IBM Cog. Analytics,3.598277608
All products,Query Performance,IBM Plan. Analytics,5.964917029
All products,Query Performance,InfoZoom,9.116044519
All products,Query Performance,Logi Analytics,4.168520164
All products,Query Performance,Looker,3.188023249
All products,Query Performance,Microsoft Excel,1.983959267
All products,Query Performance,Microsoft Power BI,4.344386474
All products,Query Performance,MicroStrategy,5.547283099
All products,Query Performance,Oracle Analytics Cloud,1
All products,Query Performance,Phocas,6.202809992
All products,Query Performance,Pyramid,8.653791129
All products,Query Performance,Qlik Sense,5.898446936
All products,Query Performance,QlikView,5.877028795
All products,Query Performance,Report One,3.015018451
All products,Query Performance,SAP Analytics Cloud,6.65551914
All products,Query Performance,SAP BO BI,6.10538758
All products,Query Performance,Serviceware Perf.,10
All products,Query Performance,Tableau,4.175101406
All products,Query Performance,TARGIT,5.337143931
All products,Query Performance,Zoho Analytics,3.559752922
All products,Query Performance,Peer Group Average,5.399036189
All products,Performance Satisfaction,Bissantz,7.6
All products,Performance Satisfaction,Domo,6
All products,Performance Satisfaction,Dundas,6.142857143
All products,Performance Satisfaction,Entrinsik,7.242553191
All products,Performance Satisfaction,IBM Cog. Analytics,4.96
All products,Performance Satisfaction,IBM Plan. Analytics,9.4
All products,Performance Satisfaction,InfoZoom,10
All products,Performance Satisfaction,Logi Analytics,5.371428571
All products,Performance Satisfaction,Looker,1
All products,Performance Satisfaction,Microsoft Excel,4.082191781
All products,Performance Satisfaction,Microsoft Power BI,7.035294118
All products,Performance Satisfaction,MicroStrategy,7.995876289
All products,Performance Satisfaction,Oracle Analytics Cloud,4.786206897
All products,Performance Satisfaction,Phocas,8.8
All products,Performance Satisfaction,Pyramid,7.6
All products,Performance Satisfaction,Qlik Sense,8.236734694
All products,Performance Satisfaction,QlikView,7.765517241
All products,Performance Satisfaction,Report One,8.510344828
All products,Performance Satisfaction,SAP Analytics Cloud,5.863829787
All products,Performance Satisfaction,SAP BO BI,5.68
All products,Performance Satisfaction,Serviceware Perf.,7.408
All products,Performance Satisfaction,Tableau,6.2875
All products,Performance Satisfaction,TARGIT,3.4
All products,Performance Satisfaction,Zoho Analytics,5.042622951
All products,Performance Satisfaction,Peer Group Average,6.508789895
All products,Sales Experience,Bissantz,6.729709315
All products,Sales Experience,Domo,4.408469579
All products,Sales Experience,Dundas,8.608367243
All products,Sales Experience,Entrinsik,10
All products,Sales Experience,IBM Cog. Analytics,3.075168734
All products,Sales Experience,IBM Plan. Analytics,7.007978888
All products,Sales Experience,InfoZoom,7.18968488
All products,Sales Experience,Logi Analytics,5.978222997
All products,Sales Experience,Looker,7.819695983
All products,Sales Experience,Microsoft Excel,1.337711069
All products,Sales Experience,Microsoft Power BI,4.813320826
All products,Sales Experience,MicroStrategy,7.352783179
All products,Sales Experience,Oracle Analytics Cloud,5.832793848
All products,Sales Experience,Phocas,8.747252747
All products,Sales Experience,Pyramid,8.107511391
All products,Sales Experience,Qlik Sense,5.374001608
All products,Sales Experience,QlikView,2.564359421
All products,Sales Experience,Report One,5.200984991
All products,Sales Experience,SAP Analytics Cloud,3.721650566
All products,Sales Experience,SAP BO BI,1
All products,Sales Experience,Serviceware Perf.,7.745054945
All products,Sales Experience,Tableau,4.251330551
All products,Sales Experience,TARGIT,7.378106214
All products,Sales Experience,Zoho Analytics,4.508136463
All products,Sales Experience,Peer Group Average,5.781345643
All products,Customer Experience,Bissantz,5.951200737
All products,Customer Experience,Domo,6.789277852
All products,Customer Experience,Dundas,5.980587652
All products,Customer Experience,Entrinsik,7.055878466
All products,Customer Experience,IBM Cog. Analytics,3.145080787
All products,Customer Experience,IBM Plan. Analytics,6.997220011
All products,Customer Experience,InfoZoom,7.422861093
All products,Customer Experience,Logi Analytics,5.274026585
All products,Customer Experience,Looker,5.179409441
All products,Customer Experience,Microsoft Excel,3.967630282
All products,Customer Experience,Microsoft Power BI,5.076533388
All products,Customer Experience,MicroStrategy,6.378026504
All products,Customer Experience,Oracle Analytics Cloud,3.460827582
All products,Customer Experience,Phocas,8.002071034
All products,Customer Experience,Pyramid,6.958423799
All products,Customer Experience,Qlik Sense,5.747138489
All products,Customer Experience,QlikView,4.55631534
All products,Customer Experience,Report One,4.913157079
All products,Customer Experience,SAP Analytics Cloud,3.475682171
All products,Customer Experience,SAP BO BI,3.320804322
All products,Customer Experience,Serviceware Perf.,7.813326282
All products,Customer Experience,Tableau,5.965995071
All products,Customer Experience,TARGIT,4.952570714
All products,Customer Experience,Zoho Analytics,3.22041598
All products,Customer Experience,Peer Group Average,5.483519194
All products,Cloud BI,Bissantz,1.524920467
All products,Cloud BI,Domo,9.39673913
All products,Cloud BI,Dundas,4.988294314
All products,Cloud BI,Entrinsik,2.113467656
All products,Cloud BI,IBM Cog. Analytics,7.707608696
All products,Cloud BI,IBM Plan. Analytics,2.122122762
All products,Cloud BI,InfoZoom,3.282608696
All products,Cloud BI,Logi Analytics,5.06899811
All products,Cloud BI,Looker,9.39673913
All products,Cloud BI,Microsoft Excel,2.428035982
All products,Cloud BI,Microsoft Power BI,8.85016049
All products,Cloud BI,MicroStrategy,3.397276636
All products,Cloud BI,Oracle Analytics Cloud,7.948913043
All products,Cloud BI,Phocas,10
All products,Cloud BI,Pyramid,4.524247492
All products,Cloud BI,Qlik Sense,3.591164095
All products,Cloud BI,QlikView,1.595952024
All products,Cloud BI,Report One,3.364130435
All products,Cloud BI,SAP Analytics Cloud,8.0256917
All products,Cloud BI,SAP BO BI,1.290421196
All products,Cloud BI,Serviceware Perf.,1.275919732
All products,Cloud BI,Tableau,6.380434783
All products,Cloud BI,TARGIT,1
All products,Cloud BI,Zoho Analytics,6.687177598
All products,Cloud BI,Peer Group Average,4.83170934
All products,Data Preparation,Bissantz,2.581081081
All products,Data Preparation,Domo,5.216216216
All products,Data Preparation,Dundas,4.864864865
All products,Data Preparation,Entrinsik,9.971715902
All products,Data Preparation,IBM Cog. Analytics,2.91988417
All products,Data Preparation,IBM Plan. Analytics,5.304054054
All products,Data Preparation,InfoZoom,10
All products,Data Preparation,Logi Analytics,4.864864865
All products,Data Preparation,Looker,1
All products,Data Preparation,Microsoft Excel,6.681172698
